formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C14H23NO9	[M - H2O + H]+	C14H22NO8+	Amino acids and Peptides	0.973	Amino acid glycosides	0.998	Cyanogenic glycosides	0.997	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.998	Glycosyl compounds	0.989	Cyanogenic glycosides	0.698	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Cyanogenic glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	332.134	28	0.469	707666792951460658	707666501833192810	173	
1	C10H14N2O6S	[M + H3N + H]+	C10H18N3O6S+	Amino acids and Peptides	0.803	Small peptides	0.818	Dipeptides	0.290	Organic acids and derivatives	0.989	Carboxylic acids and derivatives	0.984	Amino acids, peptides, and analogues	0.975	Peptides	0.548	Peptides	0.548	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Thia fatty acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	308.091	28	0.469	707666828829540716	707666501875135854	174	
1	C6H7NO3	[M - H2O + H]+	C6H6NO2+	Alkaloids	0.982	Nicotinic acid alkaloids	0.997	Pyridine alkaloids	0.997	Organoheterocyclic compounds	0.998	Pyridines and derivatives	0.995	Pyridinecarboxylic acids and derivatives	0.955	Pyridinecarboxylic acids	0.924	Pyridinecarboxylic acids	0.924	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Pyridinecarboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	124.040	28	0.469	707666720901702116	707666501363430722	163	
1	C6H5ClNO2	[M + Na]+	C6H5ClNNaO2+	Fatty acids	0.788	Fatty Acids and Conjugates	0.487	Halogenated fatty acids	0.886	Organohalogen compounds	0.995	Organochlorides	0.990					Organochlorides	0.990	Organic compounds; Organohalogen compounds; Organooxygen compounds; Organochlorides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	180.990	30	0.496	707666729495831429	707666501988382070	176	
1	C5H8Cl2NO3	[M - H2O + H]+	C5H7Cl2NO2+	Fatty acids	0.600	Fatty Acids and Conjugates	0.176	Halogenated fatty acids	0.918	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.995	Carboxylic acid derivatives	0.977	Carboxylic acid amides	0.961	Secondary carboxylic acid amides	0.896	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Halohydrins; Chlorohydrins; Alkyl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	182.985	30	0.496	707666796147520567	707666502051296634	177	
1	C2H4BNO4	[M + K]+	C2H4BKNO4+	Fatty acids	0.759	Fatty Acids and Conjugates	0.831	Halogenated fatty acids	0.922	Organic acids and derivatives	0.976	Boronic acid derivatives	0.505	Boronic acids	0.518			Boronic acids	0.518	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Boronic acids; Organometallic compounds; Boronic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	154.991	30	0.498	707666748764465170	707666502097433982	178	
1	C6H9Cl2NO3	[M + H]+	C6H10Cl2NO3+	Fatty acids	0.854	Fatty Acids and Conjugates	0.435	Halogenated fatty acids	0.928	Organic acids and derivatives	0.939	Carboxylic acids and derivatives	0.867	Carboxylic acid derivatives	0.643	Carboxylic acid amides	0.579	Carboxylic acid amides	0.579	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	214.004	30	0.500	707666784365719608	707666502147765634	179	
1	C7H9Cl3N2O2	[M + Na]+	C7H9Cl3N2NaO2+	Amino acids and Peptides	0.339	Small peptides	0.076	Halogenated fatty acids	0.202	Organic acids and derivatives	0.909	Carboxylic acids and derivatives	0.697					Carboxylic acids and derivatives	0.697	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	280.962	30	0.501	707666821258821238	707666502244234634	181	
1	C7H6AsNO3S	[M + Na]+	C7H6AsNNaO3S+	Polyketides	0.079	Nicotinic acid alkaloids	0.008	Pyridine alkaloids	0.008	Organoheterocyclic compounds	0.729							Organoheterocyclic compounds	0.729	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organoarsenic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Sulfur-containing organoarsenic compounds; Oxygen-containing organoarsenic compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	281.918	30	0.501	707666739352446453	707666502336509330	183	
1	C3H9F2N2OS	[M + Na]+	C3H9F2N2NaOS+	Amino acids and Peptides	0.261	Small peptides	0.100	Halogenated fatty acids	0.079	Organosulfur compounds	0.891	Sulfenyl compounds	0.542					Sulfenyl compounds	0.542	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Alkyl fluorides; Organofluorides; Alkyl halides; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	182.029	30	0.501	707666782788661233	707666502294566286	182	
1	C4H7FNOS	[M + Na]+	C4H7FNNaOS+	Amino acids and Peptides	0.637	Fatty acyls	0.028	Halogenated fatty acids	0.091	Organoheterocyclic compounds	0.690	Azacyclic compounds	0.533					Azacyclic compounds	0.533	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organohalogen compounds; Organonitrogen compounds; Organofluorides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	159.013	30	0.502	707666809305053422	707666502432978330	185	
1	C7H13Cl2NO	[M - H2O + H]+	C7H12Cl2N+	Fatty acids	0.788	Fatty acyls	0.530	Halogenated fatty acids	0.519	Organic oxygen compounds	0.969	Organooxygen compounds	0.934					Organooxygen compounds	0.934	Organic compounds; Organohalogen compounds; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	180.034	30	0.503	707666745304164252	707666502382646678	184	
1	C2H6BCl2NO3	[M - H2O + H]+	C2H5BCl2NO2+	Fatty acids	0.605	Fatty Acids and Conjugates	0.371	Halogenated fatty acids	0.901	Organic salts	0.967	Organic metal salts	0.918	Organic metalloid salts	0.918			Organic metalloid salts	0.918	Organic compounds; Organic acids and derivatives; Organometallic compounds; Organometalloid compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	154.983	30	0.505	707666737536312684	707666502198097286	180	
1	C7H6BrO4	[M + K]+	C7H6BrKO4+	Polyketides	0.651	Cyclic polyketides	0.538	Halogenated fatty acids	0.381	Organic acids and derivatives	0.713	Carboxylic acids and derivatives	0.559					Carboxylic acids and derivatives	0.559	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organobromides; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	271.909	30	0.506	707666762005883551	707666502571390374	188	
1	C4H6Cl2O3	[M + H]+	C4H7Cl2O3+	Fatty acids	0.828	Fatty Acids and Conjugates	0.696	Halogenated fatty acids	0.963	Organohalogen compounds	0.997	Alkyl halides	0.850	Alkyl chlorides	0.744			Alkyl chlorides	0.744	Organic compounds; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	172.977	30	0.506	707666768733547602	707666502525253026	187	
1	C5H12FNO4P2S	[M - H2O + H]+	C5H11FNO3P2S+	Fatty acids	0.301	Fatty amides	0.031	Halogenated fatty acids	0.035	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.994	Carboxylic acid derivatives	0.986	Carboxylic acid amides	0.937	Secondary carboxylic acid amides	0.777	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Carboxylic acid amides; Carboxylic acid derivatives; Organothiophosphorus compounds; Secondary carboxylic acid amides; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	245.991	30	0.507	707666734025679911	707666502474921374	186	
1	C9H10O3	[M - H2O + H]+	C9H9O2+	Shikimates and Phenylpropanoids	0.909	Phenolic acids (C6-C1)	0.898	Simple phenolic acids	0.957	Benzenoids	0.998	Benzene and substituted derivatives	0.996	Benzoic acids and derivatives	0.949	Benzoic acid esters	0.744	Benzoic acid esters	0.744	Organic compounds; Alcohols and polyols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	149.060	30	0.508	707666737993491909	707666502617527722	189	
1	C3H7BrN2	[M + H3N + H]+	C3H11BrN3+	Fatty acids	0.879	Fatty acyls	0.227	Halogenated fatty acids	0.886	Organohalogen compounds	0.943	Alkyl halides	0.612	Alkyl bromides	0.712			Alkyl bromides	0.712	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Alkyl bromides; Organobromides; Alkyl halides; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	168.014	31	0.517	707666788555829688	707666502680442286	190	
1	C4H9BNOP	[M + K]+	C4H9BKNOP+	Terpenoids	0.053	Monoterpenoids	0.257	Pinane monoterpenoids	0.018	Organic salts	0.956	Organic metal salts	0.877	Organic metalloid salts	0.877			Organic metalloid salts	0.877	Organic compounds; Organometallic compounds; Organometalloid compounds; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	167.018	31	0.517	707666757975157189	707666502726579634	191	
1	C6H8Cl2NO4	[M + K]+	C6H8Cl2KNO4+	Fatty acids	0.581	Fatty Acids and Conjugates	0.223	Halogenated fatty acids	0.764	Organic acids and derivatives	0.990	Carboxylic acids and derivatives	0.954	Carboxylic acid derivatives	0.782			Carboxylic acid derivatives	0.782	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	266.946	31	0.522	707666802136987235	707666502848214458	193	
1	C3H5Cl2O3	[M - H2O + H]+	C3H4Cl2O2+	Fatty acids	0.881	Fatty Acids and Conjugates	0.889	Halogenated fatty acids	0.985	Organohalogen compounds	0.998	Halohydrins	0.587	Chlorohydrins	0.667			Chlorohydrins	0.667	Organic compounds; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Carbonyl compounds; Halohydrins; Chlorohydrins; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	141.959	31	0.522	707666787314315616	707666501933856114	175	
1	C4H7Cl2NO3	[M - H2O + H]+	C4H6Cl2NO2+	Fatty acids	0.385	Fatty Acids and Conjugates	0.111	Halogenated fatty acids	0.819	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.970	Carboxylic acid derivatives	0.880	Carboxylic acid amides	0.849	Secondary carboxylic acid amides	0.731	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkanolamines; Halohydrins; Chlorohydrins; Alkyl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	169.978	31	0.522	707666768213453838	707666502793688502	192	
1	C5H11NO4S2	[M - H2O + H]+	C5H10NO3S2+	Amino acids and Peptides	0.954	Small peptides	0.937	Aminoacids	0.916	Organic acids and derivatives	0.870	Carboxylic acids and derivatives	0.514					Carboxylic acids and derivatives	0.514	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	196.009	32	0.532	707666736953304384	707666502944683458	195	
1	C3H5FNOS	[M + Na]+	C3H5FNNaOS+	Fatty acids	0.676	Fatty acyls	0.464	Halogenated fatty acids	0.435	Organohalogen compounds	0.938	Organofluorides	0.839					Organofluorides	0.839	Organic compounds; Organosulfur compounds; Organohalogen compounds; Organonitrogen compounds; Organofluorides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	144.998	32	0.533	707666730485687257	707666502990820806	196	
1	C6H4O2	[M + H3N + H]+	C6H8NO2+	Shikimates and Phenylpropanoids	0.682	Phenolic acids (C6-C1)	0.721	Simple phenolic acids	0.526	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.923	Aldehydes	0.811	Hydroxybenzaldehydes	0.584	Organic compounds; Aldehydes; Phenols; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Organic oxides; Hydroxybenzaldehydes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	126.055	32	0.534	707666745526462379	707666501451511114	165	
1	C5H6Cl2NO4	[M + K]+	C5H6Cl2KNO4+	Fatty acids	0.542	Fatty Acids and Conjugates	0.150	Halogenated fatty acids	0.702	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.984	Carboxylic acid derivatives	0.846			Carboxylic acid derivatives	0.846	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organochlorides; Carbonyl compounds; Vinyl chlorides; Vinyl halides; Haloalkenes; Chloroalkenes; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	252.930	34	0.561	707666758382004698	707666503032763850	197	
1	C3H7BCl2FNO	[M - H2O + H]+	C3H6BCl2FN+	Fatty acids	0.288	Monoterpenoids	0.141	Halogenated fatty acids	0.244	Organic salts	0.987	Organic metal salts	0.900	Organic metalloid salts	0.900			Organic metalloid salts	0.900	Organic compounds; Organic acids and derivatives; Organometallic compounds; Organometalloid compounds; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	154.998	34	0.569	707666778560802583	707666503364113894	204	
1	C3H4BrClFNO3	[M + Na]+	C3H4BrClFNNaO3+	Fatty acids	0.664	Fatty Acids and Conjugates	0.580	Halogenated fatty acids	0.959	Organohalogen compounds	0.998	Vinyl halides	0.575	Vinylogous halides	0.598			Vinylogous halides	0.598	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Organobromides; Organochlorides; Organofluorides; Carbonyl compounds; Alkyl halides; Vinyl halides; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	257.894	35	0.576	707666787196875090	707666503083095502	198	
1	C4H5N2O6S	[M + Na]+	C4H5N2NaO6S+	Alkaloids	0.882	Nicotinic acid alkaloids	0.274	Pyridine alkaloids	0.274	Organosulfur compounds	0.587	Sulfonyls	0.571					Sulfonyls	0.571	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	231.976	35	0.588	707666761053776491	707666503125038546	199	
1	C3H9NO3S2	[M - H2O + H]+	C3H8NO2S2+	Fatty acids	0.724	Small peptides	0.160	Aminoacids	0.199	Organosulfur compounds	0.978	Sulfonyls	0.656					Sulfonyls	0.656	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Sulfonyls; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	153.998	35	0.588	707666765445213039	707666503175370198	200	
1	C3H5Cl2O3	[M - H2O + H]+	C3H4Cl2O2+	Fatty acids	0.916	Fatty Acids and Conjugates	0.918	Halogenated fatty acids	0.990	Organohalogen compounds	0.998	Halohydrins	0.526	Chlorohydrins	0.617			Chlorohydrins	0.617	Organic compounds; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Carbonyl compounds; Halohydrins; Chlorohydrins; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	141.959	36	0.596	707666729252561769	707666503422834154	205	
1	C5H2N4O	[M + H3N + H]+	C5H6N5O+	Alkaloids	0.991	Pseudoalkaloids (transamidation)	0.945	Purine alkaloids	0.981	Organoheterocyclic compounds	0.999	Imidazopyrimidines	0.710	Purines and purine derivatives	0.625			Purines and purine derivatives	0.625	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Diazines; Imidazopyrimidines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	152.057	36	0.597	707666775704481292	707666503267644894	202	
1	C5H7N5O	[M - H2O + H]+	C5H6N5+	Alkaloids	0.911	Pseudoalkaloids (transamidation)	0.915	Purine alkaloids	0.937	Organoheterocyclic compounds	0.999	Imidazopyrimidines	0.945	Purines and purine derivatives	0.931	6-aminopurines	0.913	6-aminopurines	0.913	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; 6-aminopurines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	136.062	36	0.598	707666776006471227	707666503322170850	203	
1	C3H7BCl2FNO	[M - H2O + H]+	C3H6BCl2FN+	Fatty acids	0.282	Monoterpenoids	0.106	Halogenated fatty acids	0.363	Organic salts	0.984	Organic metal salts	0.909	Organic metalloid salts	0.910			Organic metalloid salts	0.910	Organic compounds; Organic acids and derivatives; Organometallic compounds; Organometalloid compounds; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	154.998	36	0.606	707666735124587684	707666503867430418	215	
1	C3H9BCl2N2O2	[M - H2O + H]+	C3H8BCl2N2O+	Fatty acids	0.166	Small peptides	0.058	Halogenated fatty acids	0.224	Organic salts	0.878	Organic metal salts	0.777	Organic metalloid salts	0.777			Organic metalloid salts	0.777	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Organometalloid compounds; Organochlorides; Alkyl halides; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	168.014	36	0.607	707666734193452118	707666504186197550	222	
1	C15H22N4O9S2	[M + H3N + H]+	C15H26N5O9S2+	Amino acids and Peptides	0.947	Small peptides	0.993	Tripeptides	0.984	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.999	Peptides	0.998	Gamma-glutamyl peptides	0.996	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Organic disulfides; Gamma-glutamyl peptides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	484.117	36	0.607	707666773586357632	707666503468971502	206	
1	C6H3NO	[M + H3N + H]+	C6H7N2O+	Alkaloids	0.789	Nicotinic acid alkaloids	0.598	Pyridine alkaloids	0.597	Benzenoids	0.723	Phenols	0.461	1-hydroxy-2-unsubstituted benzenoids	0.505			1-hydroxy-2-unsubstituted benzenoids	0.505	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Nitriles; Benzenoids; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	123.056	37	0.609	707666736533873923	707666503598994938	209	
1	C6H7NO3	[M - H2O + H]+	C6H6NO2+	Alkaloids	0.993	Nicotinic acid alkaloids	0.993	Pyridine alkaloids	0.993	Organoheterocyclic compounds	0.991	Pyridines and derivatives	0.966	Pyridinecarboxylic acids and derivatives	0.747	Pyridinecarboxylic acids	0.630	Pyridinecarboxylic acids	0.630	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Pyridinecarboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	124.040	37	0.613	707666741646730872	707666503510914546	207	
1	C10H14N2O6S	[M + H3N + H]+	C10H18N3O6S+	Amino acids and Peptides	0.993	Small peptides	0.999	Tripeptides	0.998	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	0.999	Gamma-glutamyl peptides	0.997	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Alkylthiols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Thiols; Gamma-glutamyl peptides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	308.091	37	0.614	707666770390297805	707666503687075330	211	
1	C3H6NO3S3	[M + K]+	C3H6KNO3S3+	Fatty acids	0.641	Fatty acyls	0.274	Halogenated fatty acids	0.227	Organic oxygen compounds	0.978	Organooxygen compounds	0.804	Carbonyl compounds	0.566			Carbonyl compounds	0.566	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	238.915	37	0.614	707666767697554429	707666503640937982	210	
1	C6H4O2	[M + H3N + H]+	C6H8NO2+	Shikimates and Phenylpropanoids	0.457	Phenolic acids (C6-C1)	0.296	Simple phenolic acids	0.164	Benzenoids	0.624	Phenols	0.632	1-hydroxy-2-unsubstituted benzenoids	0.622			1-hydroxy-2-unsubstituted benzenoids	0.622	Organic compounds; Aldehydes; Phenols; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	126.055	37	0.615	707666733253927963	707666503557051894	208	
