row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20250402_PMA_tp24_000036_01_01.mzML Peak area,20250402_PMA_tp24_000037_01_01.mzML Peak area,20250402_PMA_tp24_000038_01_02.mzML Peak area,20250402_PMA_tp24_000039_01_01.mzML Peak area,20250402_PMA_tp24_000040_01_01.mzML Peak area,20250402_PMA_tp24_000041_01_01.mzML Peak area,20250402_PMA_tp24_000042_01_01.mzML Peak area,20250402_PMA_tp24_000043_01_01.mzML Peak area,20250402_PMA_tp24_000044_01_01.mzML Peak area,20250402_PMA_tp24_000046_01_01.mzML Peak area,20250402_PMA_tp24_arabido_mapp_bk_post_00.mzML Peak area,20250402_PMA_tp24_arabido_mapp_bk_post_01.mzML Peak area,20250402_PMA_tp24_arabido_mapp_bk_pre_00.mzML Peak area,20250402_PMA_tp24_arabido_mapp_bk_pre_01.mzML Peak area,20250402_PMA_tp24_qc_arabidopsis_00.mzML Peak area,20250402_PMA_tp24_qc_arabidopsis_01.mzML Peak area,20250402_PMA_tp24_qc_arabidopsis_02.mzML Peak area,20250402_PMA_tp24_qc_arabidopsis_03.mzML Peak area,20250402_PMA_tp24_qc_arabidopsis_04.mzML Peak area,Unnamed: 32
587,178.03577782785598,3.091301,height,,,,,,,,,,,11335881.0,121846856.0,5757508.5,75718630.0,87839840.0,76096504.0,22175674.0,27496812.0,52912236.0,97182904.0,0.0,0.0,0.0,0.0,49292260.0,52343856.0,51518620.0,47547660.0,43725140.0,
588,223.09365760535923,3.091301,height,,,,,,,,,,,567032.8,3738744.2,411229.78,1740002.0,3236235.8,3129111.2,601192.0,1682365.9,3809493.5,8601838.0,0.0,0.0,0.0,0.0,970353.06,1116846.5,1022816.9,2247487.0,4388106.0,
589,239.089490324858,3.0963256,height,,,,,,,,,,,2651679.0,5298746.0,1868638.8,3006469.0,2595294.0,2407890.2,2775397.8,2123554.2,2541051.8,1617942.5,1916192.9,1951945.5,4995201.0,4352104.0,2796254.0,2793286.0,2980787.5,2244996.2,1674329.5,
590,497.2783108550309,3.1104083,height,,,,,,,,,,,1469784.4,1414533.8,1493338.1,1793245.5,1469588.1,1567600.1,1565026.5,1404346.8,1415051.1,1252753.6,1434965.5,1386363.1,3958652.5,3062756.5,1658555.6,1776517.5,1771972.9,1448861.9,1333119.9,
591,550.3257999046398,3.1108468,height,,,,,,,,,,,28733006.0,28837890.0,29040994.0,31778554.0,28954006.0,30392172.0,30689712.0,28615828.0,28698614.0,26942726.0,28245476.0,27293146.0,82667970.0,61654124.0,32887936.0,34274068.0,33860624.0,28508850.0,27438400.0,
592,504.30215029661343,3.1174304,height,,,,,,,,,,,478496.78,485229.28,437002.22,442335.12,450010.2,453535.03,415136.53,465687.03,417897.38,447713.53,496187.66,496983.44,2559879.5,1555842.4,598752.9,512164.34,490198.9,445850.97,468229.16,
593,652.4124012298952,3.1236253,height,,,,,,,,,,,7856429.0,10662418.0,7106577.0,9172562.0,7611159.5,7547176.0,7353828.5,7388241.5,7050070.5,7048564.5,7493292.5,7090796.5,16126690.0,13122712.0,7972824.0,8787503.0,8580280.0,8011768.5,7708272.5,
594,255.17062511887025,3.1262422,height,,,,,,,,,,,1039150.1,1022101.44,993310.3,1093107.2,1008894.06,1026979.06,999059.44,990460.6,989612.06,966079.94,1033886.3,1020329.6,2350256.5,1892711.8,1062148.9,1102817.9,1105686.1,959326.4,927304.0,
595,162.99852688173897,3.131218,height,,,,,,,,,,,2663750.0,2271268.2,1854476.0,2328876.0,1733052.9,1744287.6,2804380.8,1766898.5,2455692.8,2263705.8,2275944.8,2259681.5,1710544.4,2534696.8,1730158.5,1387737.2,2745032.8,1958473.6,2362088.8,
596,251.18567270726672,3.1276166,height,,,,,,,,,,,1191813.4,4116294.5,3682756.0,3004717.5,3542838.5,3328340.5,4492304.5,4633071.5,2700864.2,3781892.0,589018.8,585114.3,1357752.5,896442.44,9300387.0,9883203.0,9953075.0,8385350.5,8384275.0,
597,273.1675774572217,3.1302965,height,,,,,,,,,,,1038889.0,3624877.8,2967190.5,2797359.8,3183396.2,2711766.0,4052030.0,3830228.5,2274132.2,3168897.5,450988.0,468907.25,1225515.6,754387.6,8328403.0,8123594.0,8186470.5,7153745.5,7241931.5,
598,436.18206127037325,3.1319947,height,,,,,,,,,,,326958.03,15160565.0,201058.5,4274023.5,5658363.5,1930358.8,1796089.4,2298747.8,6119340.0,2906905.8,0.0,0.0,0.0,0.0,3579666.8,3765292.8,3983237.5,3353579.8,3321580.8,
599,441.1372609990134,3.132557,height,,,,,,,,,,,629776.06,33419830.0,396265.84,10171745.0,13073525.0,4274769.5,4102868.5,4024492.8,12333583.0,6101038.0,0.0,0.0,0.0,0.0,8180017.0,7477391.0,8852789.0,6381591.0,5917592.0,
600,457.1114649970568,3.1344233,height,,,,,,,,,,,0.0,2160348.0,0.0,644550.6,824751.6,290657.88,267152.53,324696.72,767492.1,445866.4,0.0,0.0,0.0,0.0,526160.4,451827.6,618840.06,387022.56,397014.47,
601,147.04431286655085,3.1331048,height,,,,,,,,,,,0.0,2304054.0,0.0,581886.7,860896.06,328251.88,298863.78,368031.78,941708.9,440503.16,0.0,0.0,0.0,0.0,506411.75,504787.97,690806.7,492301.66,485558.62,
602,541.1826456898941,3.150807,height,,,,,,,,,,,0.0,1816039.6,0.0,1381834.4,1414326.6,1475455.6,785156.5,649106.4,1232651.1,1825421.8,0.0,0.0,0.0,0.0,562414.56,631553.94,640317.6,646048.06,668615.6,
603,358.09017179804056,3.152136,height,,,,,,,,,,,0.0,1966473.9,0.0,1086933.6,1223094.4,1425925.6,303507.6,250227.77,503723.4,1117789.2,0.0,0.0,0.0,0.0,629573.4,668139.6,631273.2,635438.6,475907.97,
604,381.1659975417408,3.152791,height,,,,,,,,,,,0.0,1099968.4,0.0,546272.6,855400.8,1235262.0,154242.58,356780.62,856662.0,2259949.0,0.0,0.0,0.0,0.0,260281.44,276334.4,344771.84,675081.56,1162813.9,
605,160.07604093975834,3.153472,height,,,,,,,,,,,0.0,3179553.5,0.0,1956082.8,2205300.0,2614545.2,571027.8,509513.47,1054275.5,2467906.2,0.0,0.0,0.0,0.0,1186055.9,1235988.2,1168330.5,1186497.8,1091354.9,
606,336.10786466602,3.153472,height,,,,,,,,,,,0.0,5468933.5,0.0,3051134.0,3357677.8,4207186.0,806682.4,696154.4,1551134.1,3863969.2,0.0,0.0,0.0,0.0,1758827.0,1874553.4,1801941.5,1867628.8,1591316.1,
607,139.98263267448726,3.144096,height,,,,,,,,,,,3737099.0,3477531.8,3019729.8,4168168.0,2946057.0,2910361.0,4300795.5,2942237.0,3836633.8,0.0,3705481.5,3970117.8,3066816.2,3233019.8,3003551.0,2200469.2,4320999.5,3044526.8,3638123.8,
608,207.0655772194964,3.1617477,height,,,,,,,,,,,0.0,5086784.0,0.0,1744008.2,1558252.4,1716271.0,0.0,163756.8,1057331.4,1092330.2,0.0,0.0,0.0,0.0,1360066.4,1269187.4,1232679.2,1225608.0,1208521.5,
609,190.99346962749271,3.1727905,height,,,,,,,,,,,2981274.0,2441535.0,2231103.8,2935833.5,2061515.6,2313874.2,3160023.0,1958127.5,2791493.0,0.0,2637093.0,2820226.0,1926710.4,2343998.8,1974076.4,1539052.5,3120105.2,2111405.8,2786417.2,
610,358.1135706041487,3.1633828,height,,,,,,,,,,,0.0,2898385.0,0.0,1080733.1,875574.25,985054.94,0.0,0.0,590319.6,590001.1,0.0,0.0,0.0,0.0,802458.9,744808.5,730156.0,683135.1,671702.6,
611,182.1908403686344,3.188886,height,,,,,,,,,,,1343151.4,1445104.6,1251063.8,1405073.9,1315380.4,1413525.0,1437839.5,1411556.8,1413883.8,1583901.6,3453032.0,3910214.8,9300118.0,5159664.0,2357152.8,3998628.0,3711406.0,3224038.0,2223608.8,
612,541.3045487457401,3.1977634,height,,,,,,,,,,,1110217.0,1336812.8,1211511.6,1306964.1,1121766.1,1127733.5,1222511.2,1085695.0,1212703.0,1125755.6,992261.7,1068085.2,2567740.0,2263737.8,1392821.5,1259249.4,1371615.2,1212238.5,1161309.1,
613,594.3520093173244,3.1982112,height,,,,,,,,,,,25249224.0,26633782.0,25215188.0,27451248.0,24786346.0,24147366.0,27131574.0,22859220.0,23540114.0,23184210.0,22133478.0,23281574.0,56107948.0,49665580.0,26303316.0,26381332.0,28574892.0,25729516.0,25746080.0,
614,696.4387614175491,3.20487,height,,,,,,,,,,,2613596.2,3332177.2,2695133.5,2630734.0,2401504.0,2482798.2,2415245.5,2564035.8,2560089.8,2391245.5,2673727.2,2945258.5,5740573.5,3664878.0,2462892.5,2289400.8,2454684.8,2731597.2,2960189.0,
615,357.2360385053568,3.2053225,height,,,,,,,,,,,1753915.5,2056701.8,1765010.0,1778306.6,1449576.2,1610005.6,1594096.0,1726268.0,1772950.1,1601927.4,1591180.1,2104387.8,3451179.5,2417953.5,1586703.9,1401858.5,1548370.0,1703143.8,1942823.4,
616,232.08284533290404,3.223259,height,,,,,,,,,,,0.0,475189.97,0.0,845204.8,859965.7,742114.8,348122.56,320048.66,603408.56,828383.6,0.0,0.0,0.0,0.0,250092.48,220008.6,240328.16,278538.5,328489.47,
617,548.3284876497318,3.2247877,height,,,,,,,,,,,378007.47,379752.66,349511.22,437687.12,341767.3,374558.1,345634.53,344730.5,331092.9,289759.9,372889.06,305466.97,1215594.0,1239007.4,619331.75,471102.28,448118.62,395392.03,411136.2,
618,186.1493285592161,3.2347343,height,,,,,,,,,,,637509.2,936153.2,835752.2,920263.1,921355.75,840372.9,981142.6,983488.3,926060.4,868624.9,169981.95,171176.73,394933.75,274650.3,948468.2,945448.75,877680.6,892930.44,846330.56,
619,184.13373336251652,3.24125,height,,,,,,,,,,,273978.34,1257486.9,416935.22,1491896.0,1535511.2,1212517.5,1372742.4,1066193.8,1207775.4,1410258.6,0.0,0.0,184523.58,126697.19,769940.1,822464.1,768167.0,783197.94,698764.1,
620,517.2036678528996,3.2421935,height,,,,,,,,,,,0.0,1600677.2,0.0,596377.56,557018.2,674254.44,269766.9,0.0,395900.78,648539.25,0.0,0.0,0.0,0.0,429882.88,469223.22,526740.06,476506.44,524941.7,
621,469.12525775832506,3.2527313,height,,,,,,,,,,,0.0,1145555.6,0.0,1057963.6,955537.1,937427.06,0.0,409092.06,754192.75,596671.75,0.0,0.0,0.0,0.0,329216.7,359674.06,445500.66,424597.78,463209.56,
622,137.98771707953748,3.2423828,height,,,,,,,,,,,1668542.6,1637298.6,1449800.9,1691194.5,1511706.5,1468230.1,1902990.9,1311399.8,1840785.4,1305703.1,1276255.6,1406063.9,2292203.0,2081992.2,1673832.2,1309624.8,1996505.4,1341955.6,1751475.8,
623,201.0662278846389,3.2619054,height,,,,,,,,,,,0.0,6080283.0,0.0,3147238.8,3251437.8,3061884.8,1041899.75,1044878.3,1747550.0,3102682.8,0.0,0.0,0.0,0.0,1525492.1,1569502.8,1692778.8,1558062.4,1596438.0,
624,679.5129330063435,3.271899,height,,,,,,,,,,,2169415.2,2163263.2,2136135.2,2321484.2,2181714.8,2138904.8,2276298.8,2135875.5,2056984.2,2088427.4,2262781.8,2023027.2,6373648.5,4545312.0,2356947.5,2312842.8,2436096.8,2042603.0,2117396.2,
625,379.2490783324418,3.2781618,height,,,,,,,,,,,1354168.0,1363110.8,1251933.1,1105177.6,1061548.0,1061417.8,936257.44,1071652.9,1074498.5,1083494.6,1118108.6,1146886.0,2892080.0,1699742.4,1053721.9,1066836.1,1037906.25,1163676.2,1278406.4,
626,267.15721642434573,3.278569,height,,,,,,,,,,,1213593.5,1362462.1,1042924.75,1490315.6,1342107.1,1347288.5,1494810.0,1114568.1,1151033.4,1057175.9,824600.5,745805.0,3128417.2,2410977.2,1816159.9,1977048.0,2105718.5,1637996.8,1285904.8,
627,638.3786056301403,3.2785923,height,,,,,,,,,,,18634940.0,15766851.0,19005856.0,16659183.0,16658759.0,17231112.0,15949340.0,17622862.0,18152782.0,17241824.0,18926504.0,17595972.0,28571796.0,22978676.0,13223334.0,14912398.0,16138823.0,18026854.0,18516214.0,
628,740.4649013969084,3.279485,height,,,,,,,,,,,793121.9,830494.25,774812.25,786885.75,646923.7,620199.8,622368.6,713866.1,697000.8,755845.44,847258.5,713257.6,1882974.4,1137616.8,672340.56,797947.25,695618.4,781970.9,910856.94,
629,139.98267120548846,3.2708201,height,,,,,,,,,,,3092164.2,3477531.8,2984104.5,0.0,2777196.0,3033481.2,3596634.2,2742668.5,3863505.0,2529994.5,3214511.0,3196789.2,3007687.0,3161357.0,2790457.0,2497388.8,3570697.2,2556473.5,3638123.8,
630,197.11772836172764,3.2769506,height,,,,,,,,,,,0.0,2539512.0,0.0,3066963.0,2976979.8,2286302.2,1962785.8,1254149.0,1981141.0,2513157.5,0.0,0.0,261393.05,187926.47,1086382.9,1127318.4,1230632.9,1148505.4,1091995.1,
631,164.07114834027257,3.2873383,height,,,,,,,,,,,0.0,1550303.1,0.0,1085145.9,1357204.6,1030517.3,755560.5,1165779.6,905043.9,889257.6,0.0,0.0,0.0,0.0,567885.4,551722.25,663530.75,690255.56,676284.5,
632,133.1015873841819,3.2942429,height,,,,,,,,,,,0.0,676936.75,163846.69,888752.5,1212344.2,894532.0,997293.0,1056827.2,672841.56,1066792.5,0.0,0.0,149913.16,129095.6,431105.75,426928.16,479693.53,432200.84,484482.9,
633,203.1104617619098,3.2926035,height,,,,,,,,,,,0.0,1870978.1,0.0,1936415.2,1646029.4,827183.44,989962.2,546922.25,1060973.5,2871007.2,0.0,0.0,0.0,0.0,603303.0,623572.44,741522.1,740155.0,797858.44,
634,221.12125444806628,3.2926035,height,,,,,,,,,,,0.0,1302627.1,0.0,1315008.1,1171205.6,653537.56,716942.06,388562.7,842785.9,1861559.8,0.0,0.0,0.0,0.0,516989.28,503620.7,538717.0,513812.16,559587.7,
635,190.99344964031644,3.2966595,height,,,,,,,,,,,2421910.0,2441535.0,2235009.8,2084711.4,2292639.0,2252455.5,0.0,2235859.5,3022261.0,1939609.2,2503078.2,2394905.0,2307640.5,2356818.0,2071799.6,2181337.5,2755643.5,1916060.2,2799270.5,
636,245.1388118506611,3.3005078,height,,,,,,,,,,,515046.22,567016.4,449540.62,565590.5,496688.25,472547.9,483232.47,426361.47,483088.06,455248.56,457476.56,454763.16,1863553.4,882919.44,566740.4,481337.1,520483.97,468255.0,451821.75,
637,162.99858366152478,3.3076267,height,,,,,,,,,,,2005717.8,2080410.0,1952530.8,1797391.0,0.0,1935507.1,2431418.5,1810528.1,2607782.2,1686766.9,1828334.8,2099912.8,1957071.0,2149705.0,1819743.8,1930258.9,2807466.5,1586105.2,2499180.0,
638,163.13326657587234,3.342371,height,,,,,,,,,,,6120373.0,6434323.0,5474375.0,6525756.5,6025986.0,6170718.5,6640318.0,5863513.5,5724320.0,5247325.0,6204750.5,5995737.0,17922346.0,9642149.0,7512004.5,7437459.5,7024711.5,6295925.5,5419745.5,
639,180.15987082597283,3.3419187,height,,,,,,,,,,,1827746.5,1846786.0,1594785.1,1946731.1,1833610.9,1768659.0,1897578.1,1704347.4,1619542.4,1516201.8,1780586.1,1775430.4,5341118.0,2896541.8,2203440.2,2348649.5,2002586.8,1869319.1,1524940.1,
640,185.11528945747787,3.3423684,height,,,,,,,,,,,2768978.8,3012416.0,2204838.8,3149427.0,2820650.8,2740633.8,3213796.2,2566733.2,2505625.0,2132500.5,2376826.0,2310436.5,8050845.0,4816907.5,3593997.5,3515008.2,3436423.0,2785906.5,2171181.8,
641,401.2622180470205,3.3468146,height,,,,,,,,,,,548092.94,702437.8,519500.9,524959.2,518453.44,552262.56,533861.1,474291.56,495016.03,515097.2,490811.28,486862.75,2125132.0,1001162.94,587893.3,615222.25,466434.22,666535.7,586331.44,
642,682.4049795221717,3.3508108,height,,,,,,,,,,,8620441.0,7784636.5,8691004.0,7399215.0,7987807.0,7860473.0,7509136.0,8946313.0,9116976.0,8652919.0,10052733.0,10234571.0,13812373.0,12002722.0,6286070.0,6410928.0,7042680.5,8528974.0,9144728.0,
643,212.16489402316384,3.359281,height,,,,,,,,,,,1718168.5,1845193.2,1684525.8,1817448.9,1893093.2,1791390.0,1763035.1,1699380.1,1758220.8,1673429.2,1694373.0,1660489.0,4590938.0,3424763.5,1804659.9,1774384.6,1784823.2,1741918.0,1674720.0,
644,252.1574627126533,3.359281,height,,,,,,,,,,,653838.0,790035.44,568898.44,763761.2,832294.75,670263.75,736752.25,645382.5,626493.94,533386.3,491841.3,440201.66,1833986.0,1587444.8,763389.3,731439.3,763286.1,665056.0,540642.0,
645,146.0603096863392,3.3615189,height,,,,,,,,,,,394063.22,1836870.2,331766.5,1236860.8,1918791.8,1131648.8,1038521.2,893474.3,1199587.8,993119.5,0.0,0.0,0.0,0.0,876325.2,862872.06,979005.6,768792.4,774246.3,
646,452.3225466147404,3.3933127,height,,,,,,,,,,,0.0,802645.94,0.0,1118463.4,942309.1,689240.75,949021.56,932933.5,1005392.4,667997.0,0.0,0.0,0.0,0.0,424451.97,444812.25,482867.75,421077.6,450079.53,
647,251.12813754967945,3.3974457,height,,,,,,,,,,,703023.7,715150.1,634022.06,702053.7,639739.6,573220.0,676171.0,680058.1,632244.9,625099.6,581983.5,650835.7,1541318.0,1099242.0,752069.6,763166.8,715420.94,654758.4,665114.0,
648,268.10397343847995,3.4006538,height,,,,,,,,,,,0.0,615907.7,0.0,771003.4,871411.44,689585.9,478669.4,293367.72,524372.3,934522.0,0.0,0.0,0.0,0.0,254581.02,250668.31,270784.53,287786.5,299893.4,
649,423.275730305352,3.410705,height,,,,,,,,,,,246742.0,403793.12,251505.88,278984.88,254587.36,291970.75,237701.67,255076.02,238539.25,225649.72,199497.38,201621.45,1626615.2,528792.1,327689.44,375822.22,337836.56,298786.3,298788.25,
650,388.16030829489824,3.3999991,height,,,,,,,,,,,0.0,890468.8,0.0,522808.25,707950.9,537352.5,480870.38,387023.0,455139.06,712138.75,0.0,0.0,0.0,0.0,315643.56,312257.97,304827.7,303762.34,303968.2,
651,396.8015322289977,3.409315,height,,,,,,,,,,,1405254.1,1089081.0,993924.6,880762.3,1342701.0,989803.0,1173857.2,1064239.2,1140900.0,1047748.9,1111809.0,1051976.8,2366767.2,1841385.2,1240840.5,1006830.4,1169813.5,1144448.6,1165988.6,
652,726.4314699062081,3.4183936,height,,,,,,,,,,,2190375.5,1993493.9,2358463.2,1955780.1,2017621.5,2050520.5,2011751.5,2360616.5,2233046.8,2265453.5,2573732.5,2495794.8,5076412.5,3713850.0,1939830.2,1847452.2,2004251.2,2459079.2,2465527.0,
653,137.98773785799366,3.4198568,height,,,,,,,,,,,1622548.0,1463079.8,1189036.6,1796399.4,1511706.5,1091717.4,1514489.2,1361291.2,1615453.6,1180042.1,1333701.6,1197986.5,2102624.2,1949322.9,1598748.4,1665110.6,1750514.1,1205335.1,1405829.5,
654,679.5129535369692,3.425624,height,,,,,,,,,,,747511.6,716864.8,714947.94,794624.3,748369.1,783152.9,790961.9,768665.5,700189.44,684462.56,879876.0,661318.1,1830439.4,1497611.9,866596.94,788605.06,796002.44,762969.06,745011.94,
655,162.99857691054976,3.445318,height,,,,,,,,,,,3210734.5,2208432.8,2205486.2,2741020.8,1985741.2,1504037.5,2507316.0,2025972.8,2677458.5,0.0,2416867.8,2212186.5,1894885.5,0.0,1809235.4,2517864.8,2807466.5,1998696.9,2456372.2,
656,139.98271003535655,3.4562724,height,,,,,,,,,,,3953946.0,2932013.5,2893579.5,3456081.2,3040662.2,2000579.6,3519338.2,2746804.8,3767875.8,2337480.8,3301138.0,2994822.8,2278448.0,3148941.2,2595066.5,3556658.5,3565625.5,2520631.0,3525580.5,
657,338.1237075928367,3.4451404,height,,,,,,,,,,,0.0,1001292.94,0.0,459046.1,588574.75,681409.9,321698.75,341584.38,266779.1,526910.9,0.0,0.0,0.0,0.0,318775.88,340090.88,415243.22,323982.0,345256.62,
658,190.99348187204825,3.459298,height,,,,,,,,,,,3723967.5,2467507.8,2571223.5,2859930.5,2558494.0,1757019.6,2766306.0,2226594.8,3272369.5,1828786.9,2764423.2,2520620.2,1822521.4,2637009.5,2069418.2,3007516.8,3020972.0,2257218.5,2803087.5,
659,517.2036029912734,3.4457984,height,,,,,,,,,,,0.0,3425461.8,0.0,1525344.8,1909882.2,2028509.8,1070600.2,1106093.5,884364.1,1690279.6,0.0,0.0,0.0,0.0,1036378.94,1098220.4,1088557.4,1003278.75,1034766.8,
660,445.28904207392657,3.4686863,height,,,,,,,,,,,0.0,228816.3,0.0,253560.17,0.0,184046.84,0.0,0.0,0.0,0.0,0.0,0.0,1292601.0,387409.2,269567.53,225562.34,211139.84,0.0,185533.44,
661,424.2912521684425,3.4543335,height,,,,,,,,,,,0.0,583581.7,0.0,557963.5,229341.81,614517.0,193057.08,0.0,175576.5,627584.75,0.0,0.0,0.0,0.0,211960.12,186350.08,270207.34,234338.6,240528.45,
662,160.07603797765458,3.485543,height,,,,,,,,,,,520380.75,5057678.0,574007.3,3932613.8,2669596.8,4522814.0,2310045.2,4000523.2,2559330.5,4110537.2,0.0,0.0,0.0,0.0,2328883.5,2687462.5,2490529.0,2071849.9,2150546.0,
663,177.0788971840861,3.485543,height,,,,,,,,,,,637520.3,4570147.5,729320.56,4008503.5,2768878.8,4154542.2,2504438.2,3872468.2,2782453.8,3920060.5,0.0,0.0,0.0,0.0,2686649.8,2868334.0,2862132.8,2302265.2,2220450.0,
664,192.0663367878407,3.4864175,height,,,,,,,,,,,0.0,947357.75,0.0,1221224.9,1098671.9,769307.9,1810171.5,1335357.5,1143164.6,756790.5,0.0,0.0,0.0,0.0,431348.25,531934.3,501087.06,482566.62,608743.3,
665,174.05545747228285,3.4890406,height,,,,,,,,,,,0.0,235130.31,0.0,644545.3,533006.5,415530.8,1095264.6,816559.3,682870.7,456940.97,0.0,0.0,0.0,0.0,252457.27,273137.7,227688.28,274632.16,336561.16,
666,467.30283040861855,3.5179763,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135555.4,337577.56,213308.97,204272.0,0.0,0.0,0.0,
667,197.117720672955,3.517478,height,,,,,,,,,,,0.0,1084831.4,0.0,786396.3,861640.2,824046.9,514832.66,538819.5,676406.3,1006159.6,0.0,0.0,278758.1,169302.23,448386.28,433562.03,491506.97,478553.28,463767.75,
668,172.1335958833199,3.5114634,height,,,,,,,,,,,843135.0,904821.2,785118.94,902312.6,884496.75,870613.8,849029.6,830784.5,839300.75,817064.0,724041.8,805541.8,2542403.5,1909826.5,972879.94,881662.75,940345.3,913906.8,856819.56,
669,335.1606048944888,3.5408444,height,,,,,,,,,,,0.0,1200154.1,0.0,743565.9,1107839.9,881000.75,562058.5,1012097.7,771532.0,708978.9,0.0,0.0,0.0,0.0,407788.88,445661.03,482998.9,450638.16,461599.84,
670,269.1365013845005,3.5451667,height,,,,,,,,,,,445109.16,647410.94,428513.75,621509.06,568769.25,493294.75,621218.9,489925.12,418490.06,401863.03,340667.7,370727.94,1666075.1,1181630.0,609667.4,513204.16,694885.75,495202.94,449575.8,
671,229.14384120655475,3.548631,height,,,,,,,,,,,542984.5,695404.06,558068.44,640168.2,656790.6,606304.75,632853.9,593787.06,538704.56,525025.9,523702.16,520331.4,1670328.9,1169635.1,681179.5,649758.0,720354.0,568365.94,570126.44,
672,250.1477341676397,3.575294,height,,,,,,,,,,,0.0,3583710.2,0.0,4223978.5,4166656.0,3190153.2,1046542.8,897646.94,2166234.2,5509152.0,0.0,0.0,0.0,0.0,1120362.2,1200966.0,1236640.8,1337045.2,1369922.9,
673,218.12140432761203,3.575294,height,,,,,,,,,,,0.0,3055963.2,0.0,3579635.0,3743261.8,2803848.0,960440.94,834121.9,1989478.2,4989657.0,0.0,0.0,0.0,0.0,1050906.0,1059939.8,1072182.2,1326553.0,1507375.8,
674,190.9934625272132,3.572203,height,,,,,,,,,,,3758206.8,2538942.8,2270469.2,2859930.5,0.0,2615949.2,2704593.8,1716007.5,3389863.0,2608259.8,2931924.8,2486706.5,2382430.5,2675025.0,2055252.8,2567188.8,2760623.5,2297468.0,2651892.8,
675,313.162415835299,3.5834322,height,,,,,,,,,,,2566011.0,3044304.8,2513103.5,3185607.5,2936099.5,2792188.2,3075085.0,2243928.0,2289113.8,2412149.0,2191779.5,1914698.9,15600608.0,5622818.5,3351152.2,3128407.8,3359180.2,3133220.2,2378802.2,
676,291.1804796278264,3.5838735,height,,,,,,,,,,,2082900.6,2225820.8,2146199.8,2297931.0,2230994.5,2263182.8,2321123.0,1904544.1,1947003.1,1992851.9,1887122.5,1803376.8,10649151.0,4276494.0,2364778.0,2308091.0,2440035.8,2278987.5,2012001.1,
677,336.23835829496704,3.5834322,height,,,,,,,,,,,671264.94,428313.16,1257999.2,412969.06,535746.94,557618.0,488139.38,796910.3,847093.8,1291984.8,1565244.2,1655613.6,1220481.8,526618.7,280920.34,302685.53,325193.9,749476.0,1436407.8,
678,308.20705491070805,3.5843182,height,,,,,,,,,,,626914.75,796158.0,670470.56,748521.6,708103.1,702847.25,779917.2,590189.3,661736.44,642409.94,576868.44,561916.44,3916064.8,1623392.0,809236.3,832512.94,833322.56,686928.4,604406.56,
679,329.1364067874068,3.5820935,height,,,,,,,,,,,390211.72,443802.78,437432.72,533052.5,424285.78,431625.22,441498.5,356338.9,308980.72,360403.0,340832.4,355025.5,2299168.5,978720.5,500394.72,451791.34,471022.5,474159.25,349051.62,
680,139.98266537486134,3.5764236,height,,,,,,,,,,,4168241.5,3052019.8,2893579.5,2783085.0,2317433.8,2930696.2,2937365.2,1941981.0,3880910.2,2728382.0,3208193.5,2783721.5,2606447.0,3193452.5,2453801.5,2809637.8,3147991.5,2575525.5,2855432.2,
681,162.99853984286483,3.5875287,height,,,,,,,,,,,3056126.0,2301947.2,2205486.2,2478609.0,1877751.9,2344264.5,2253631.2,1487280.9,2976265.0,2153382.8,2517840.8,2211864.8,2032355.9,2539210.2,1773587.4,2091852.6,0.0,1944385.2,2301059.5,
682,207.1592965993512,3.5934618,height,,,,,,,,,,,722130.56,455129.38,421866.0,452608.78,397236.22,421855.5,663877.2,479887.5,411374.75,404135.5,693738.56,653231.5,2833901.5,808960.2,1393857.4,1261177.6,1282475.9,1082666.5,1029177.6,
683,158.96168993099528,3.5968888,height,,,,,,,,,,,4868711.5,5621694.5,3847482.2,5098368.5,4150572.0,4742515.5,4749638.5,3867522.5,5309567.5,4105565.2,4237518.0,4092437.8,4257024.0,4397272.0,4094090.2,4422292.5,4804563.0,3988509.2,4116246.8,
684,140.0109488093074,3.60083,height,,,,,,,,,,,828089.56,746016.94,750186.44,845207.0,751918.4,871601.0,868680.56,747046.5,768493.3,632278.44,793759.2,767573.56,1697508.5,1411401.2,1009468.7,921867.5,980065.1,769876.7,738165.94,
685,137.98773094704313,3.593226,height,,,,,,,,,,,1927402.8,2714379.2,1333545.0,2641033.8,1729134.6,2345682.0,2162908.5,1609705.9,2819278.2,1841814.9,1347824.8,1154792.8,2306796.2,2046713.5,1814022.6,1894732.9,2825549.0,1386597.5,1681386.4,
686,228.1597002625391,3.6012604,height,,,,,,,,,,,927593.94,854836.56,1023249.06,962380.25,937741.8,871219.25,900032.7,966139.56,933823.44,893362.25,999308.7,933046.9,2641505.2,1901602.1,1068899.6,936691.2,993777.56,987445.7,980886.25,
687,155.0470917164928,3.6016817,height,,,,,,,,,,,2150111.2,1993366.5,2058203.9,2091237.0,1817207.9,2057107.4,2007686.0,2043808.0,1886801.2,1905714.6,2377870.0,2171037.0,3444342.2,3173913.2,2274862.8,2077464.2,2355466.5,1976867.2,1834569.6,
