cluster index	parent mass	RTMean	ATTRIBUTE_condition:GNPSGROUP:control_positive	ATTRIBUTE_condition:GNPSGROUP:P2_negative	ATTRIBUTE_condition:GNPSGROUP:P2_positive	ATTRIBUTE_condition:GNPSGROUP:control_negative	ATTRIBUTE_condition:GNPSGROUP:nan	component	#Scan#	Compound_Name
780	293.1962815115195	4.1085653	191063.1	425037.315	408978.495	362691.62		72		
781	139.98274730349115	4.097046	2595685.5	2572683.275	2227784.7	1834793.8		26		
782	315.17844118895465	4.1094217	404024.2	559992.2250000001	543378.5750000001	487725.12		-1		
783	137.98777700983396	4.1123776	2012003.0	1736719.275	1541944.875	1413223.6		31		
784	342.2642412321613	4.1133575	42381570.0	40502511.0	40691130.5	39989110.0		203		
785	158.9617289159914	4.121019	4514638.5	4426601.625	4031758.3	3783371.0		17		
786	636.3997259612064	4.1191945	2329595.8	2229507.675	2168789.75	2171263.8		85		
787	162.9985677854622	4.118839	2527470.0	2586881.05	2278633.875	1847551.9		229		
788	190.99348216098107	4.1309953	2941312.2	3043224.9	2692650.75	2217816.2		192		
789	242.17543507790413	4.128493	805558.44	891851.1525	904690.525	850347.1		-1		
790	200.16493209247733	4.1434407	1178317.2	1294197.425	1347859.5	1229092.6		243	790.0	"""1-Methyl-6,7-dihydro-5H-pyrido[3,2,1-ij]quinolin-3-one CollisionEnergy:102040"""
791	680.4259860210836	4.1712413	715867.8	764564.1525000001	802513.4	754363.4		85		
792	216.1422263134729	4.175316	0.0	1155461.95	1001753.035	1238590.1		46		
793	162.9985741073877	4.1658444	2706203.5	2539614.125	2243322.425	1847551.9		3		
794	237.1488528347864	4.178032	166062.6	704744.0725	756965.1225	837586.2		-1		
795	139.9827467991924	4.1640882	2820557.8	2442067.725	2243158.2	1834793.8		26		
796	283.19077471888977	4.2252703	397535.3	373000.65	378263.45	433768.5		-1		
797	685.3046612494877	4.2291956	0.0	944375.685	526700.8175000001	931262.44		262	797.0	(2R,3R,4S,5S,6R)-2-[(E)-5-[(1R,4aS,5S,6R,8aS)-6-hydroxy-5,8a-dimethyl-2-methylidene-5-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-3-methylpent-2-enoxy]-6-(hydroxymethyl)oxane-3,4,5-triol
798	339.217054445257	4.229014	248902.56	2849475.875	1532140.0	2891693.0		113		
799	680.3500994432262	4.229014	215501.4	2163345.2	1284073.925	2083490.0		33		
800	321.2064436737025	4.229846	0.0	1711946.775	940082.01	1784694.9		113		
801	364.1968659537994	4.235666	2280129.2	2310040.0	2303058.175	2369214.2		144		
802	347.17046514112843	4.235666	712938.75	682545.975	657400.01	679125.56		144		
803	369.1524436111293	4.236122	1079488.5	1138828.535	1069195.665	1073845.4		-1		
804	201.11255901420563	4.235666	632603.0	663668.625	634638.1699999999	650233.9		144		
805	190.9935071703389	4.2392855	0.0	2397295.35	2604198.525	2059856.4		41		
806	206.0672160112089	4.2544994	342578.0	10022597.82	6023111.825	9554808.0		46	806.0	Hesperin (Chimeric precursor selection)
807	230.17555331691548	4.255563	624340.3	861390.5125	850287.725	965095.9		46		
808	212.164951930522	4.2560167	787750.9	1190790.275	1177419.525	1247857.4		46		
809	232.2276059358676	4.2919307	0.0	253087.61	586748.095	0.0		12		
810	398.2750980437405	4.311161	585525.1	603635.1900000001	633469.2350000001	620971.1		252		
811	137.98777968747896	4.304801	1750509.6	1569922.275	1467633.9500000002	1180109.0		31		
812	246.1704137512891	4.3228326	0.0	1552749.7	1772695.9	2080710.2		318		
813	229.14393584065564	4.325364	0.0	792112.9750000001	893960.475	1027917.1		318		
814	251.1258102900294	4.3234806	0.0	639514.715	723028.6425000001	852523.4		-1		
815	130.06555334510972	4.3472133	302942.16	2378189.45	1834150.7	3073431.0		-1		
816	198.1857759456118	4.3481736	2246483.8	2152505.025	2271828.925	2227519.5		66		
817	216.1962821905176	4.3481736	8024552.0	7899898.5	8333574.0	8066938.0		71	817.0	Delta-Dodecalactone (known structural isomers: 0; isobaric peaks in run: 2)
818	238.1781479496784	4.3481736	1202617.8	1169104.0875	1287497.1750000005	1181231.1		72		
819	181.15914572347364	4.3481736	889717.44	855662.2875	942953.825	867582.8		32		
820	139.98277792084127	4.337309	2408945.0	2318301.275	1682673.625	1396308.0		26		
821	190.9934987199738	4.358507	3720507.0	2282515.675	2321077.575	1962977.1		192		
822	162.99859664537107	4.3722024	3097122.5	1209390.925	2283807.475	1607360.1		229		
823	442.3018503297496	4.384964	662895.3	634821.85	645157.1	723205.1		252		
824	233.09244839404087	4.402007	626828.8	1585902.575	1169817.425	483511.4		-1		
825	248.22240596280912	4.421662	0.0	928936.05	541194.7150000001	1364331.2		138		
826	340.2850254289657	4.428724	0.0	829830.3225	685263.2474999999	833652.9		221		
827	325.2489656889407	4.4368544	0.0	366660.355	232116.1475	213255.27		145		
828	331.21726562786284	4.459569	1155557.2	926675.05	843409.025	806473.56		-1		
829	536.3072912843592	4.4603305	0.0	1540586.425	1217605.865	1689562.1		33		
830	541.2628091467516	4.4616346	0.0	745308.51	600497.6549999999	818110.06		-1		
831	339.21710386905903	4.4609866	0.0	1191165.1	965612.435	1323401.5		-1	831.0	Spectral Match to Monoelaidin from NIST14
832	201.0485435604528	4.4651484	512754.44	571335.3	118385.225	0.0		243		
833	322.18656141657664	4.472692	368858.3	502535.27	457425.655	355716.28		-1		
834	299.11058683688003	4.4731507	1864912.6	2615787.975	2847704.4	2437443.2		-1		
835	277.1286916812166	4.473596	615729.25	827922.505	895248.5599999999	767927.9		-1	835.0	MassbankEU:SM878101 Triethylcitrate|triethyl 2-hydroxypropane-1,2,3-tricarboxylate
836	191.1646206244954	4.4900017	865689.75	846206.275	882054.2899999999	826783.5		72		
837	213.14668642346444	4.497272	10657122.0	657388.05	687386.0625	604617.4		-1		
838	190.99349722791808	4.513796	3462063.8	2070803.7	2839060.0250000004	2422099.2		72		
839	311.2696692364254	4.5004215	672212.1	718048.7125	699830.0650000001	702450.25		81		
840	176.07106441924455	4.5334573	365082.25	3543619.1325000003	3228649.575	2871378.5		-1		
841	162.99857590852983	4.54131	2913589.5	1754698.25	2345507.625	2225941.2		229		
842	283.19073713971403	4.543206	224405.02	251634.6775	247554.415	242763.38		-1		
843	139.98276318956786	4.5513916	2427377.5	1970583.925	1971489.925	1415571.8		26		
844	265.1802120337745	4.5728	185760.97	1967160.7175	1232481.775	2698368.0		113		
845	247.1696294333001	4.5727983	195508.8	2758417.8675	1718773.35	3773445.5		113		
846	321.2062139322191	4.58104	1196359.9	19413669.775	11989978.0	26697200.0		113		
847	339.2169500927346	4.57489	1830057.6	32322335.0	19730605.75	43604508.0		113	847.0	Spectral Match to 1-Palmitoyl-2-oleoyl-sn-glycerol from NIST14
848	546.3278558007104	4.5743923	0.0	1223193.2000000002	622566.125	1686512.4		33		
849	523.2519084594883	4.57489	591212.4	13243510.475	6920502.075	16766971.0		-1		
850	219.1747579115529	4.572267	0.0	1322330.75	815651.3975	1775486.2		38	850.0	Spectral Match to Methyl hexadecanoate from NIST14
851	501.2698757564001	4.5748906	302597.03	4816116.470000001	2962957.6	6135610.0		33		
852	539.225787637518	4.5752325	0.0	1495144.4249999998	812893.5049999999	1981445.9		-1		
853	554.1807153245159	4.5754614	146839.83	1553143.045	1085731.725	1787093.1		-1		
854	518.2965549995023	4.5748906	447222.62	9174534.4	5276568.075	10505536.0		33		
855	137.98778652359707	4.5801735	1779850.9	1749245.4500000002	1764498.8	1893432.0		31		
856	191.16457075286803	4.5846825	7054872.5	6409926.375	6500385.125	6551971.0		72		
857	208.1911817505816	4.5846825	1579810.6	1465433.25	1466235.025	1465486.8		-1		
858	213.14656008947009	4.5851197	9919786.0	8337077.75	8576989.75	7789589.0		-1		
859	209.1540324405349	4.604781	1885040.5	1906980.625	1936695.6	1918331.0		39		
860	227.16465487645587	4.604781	835832.06	823174.7875000001	833063.6725	835083.6		42		
861	162.99854433588376	4.60238	3075616.2	2348436.95	2164810.225	2172122.8		3		
862	190.99348666893587	4.6324105	3649076.2	1994082.875	2682426.3	2599000.0		72		
863	227.1762437030436	4.682636	0.0	0.0	0.0	0.0		42		
864	139.98276924069086	4.6405625	0.0	1702792.0	1731826.3250000002	1585864.1		26		
865	180.17509557935875	4.717857	1008855.75	1310649.425	1169952.2	1342583.8		32		
866	198.185721974607	4.717857	1836788.2	2401695.5	2175442.15	2360825.5		66		
867	226.18050113832143	4.717857	9581410.0	12165711.75	11219531.0	12479393.0		46		
868	266.1730619655693	4.717857	1783155.2	2265465.725	2160786.975	2413241.8		-1		
869	244.191151374164	4.7182994	7860763.0	9675889.625	9049503.25	9958313.0		46		
870	214.1805303556285	4.7231493	5250243.5	5670772.25	5642588.25	5412882.0		71		
871	236.1622762803701	4.7236047	1613808.4	1886282.225	1912435.8	1799919.0		-1		
872	162.99854783318872	4.704244	2567207.0	2134100.325	2194507.025	2248401.2		3		
873	441.2102209402337	4.728012	3392256.2	3777015.525	3795691.225	3461314.5		-1		
874	401.217272881788	4.7284555	1819922.4	1878938.875	1864775.425	1827635.8		144		
875	419.2281033602876	4.7284555	1571653.4	1637779.225	1614581.675	1520411.0		144		
876	436.2547397564052	4.7284555	5618126.5	5684629.0	5546638.625	5419182.0		144		
877	257.1287615752115	4.7324266	0.0	632568.085	578778.7650000001	774231.4		-1		
878	393.3112530581607	4.739619	1459449.9	1423555.85	1455853.625	1471733.1		259		
879	137.9877797289307	4.766189	1745250.0	1611836.725	1641741.05	1515829.0		31		
880	726.3917790638113	4.7600884	0.0	746946.0	462120.57000000007	909944.8		33		
881	205.1438973189606	4.77219	550452.3	549067.635	561977.0599999999	530580.7		186		
882	227.1260893460648	4.7717285	411230.88	362007.1075	383418.525	332330.44		42		
883	222.17049576354893	4.7726436	395618.56	394493.68500000006	411564.42	367760.38		186		
884	261.1102055061443	4.7835145	2221012.0	2131518.75	2329855.0	2212529.0		263		
885	163.0757770091046	4.7826233	664155.5	644676.5800000001	683165.625	701330.94		3		
886	186.07922001373703	4.7983165	0.0	1724890.925	1571070.2000000002	2225386.5		-1		
887	228.23268447141885	4.7752075	427329.0	622381.0549999999	787162.7849999999	570588.1		42		
888	265.14095395538794	4.809199	0.0	1299714.35	801967.075	1084368.2		27		
889	220.0827874879063	4.809334	824756.6	44656788.925	29672970.0	45402840.0		46	889.0	ReSpect:PT110610 1-Isothiocyanato-7-(methylsulfinyl)-heptane|7-Methylsulfinylheptyl isothiocyanate
890	246.24311897152137	4.809405	1175393.1	24318759.925	40062865.375	13651762.0		12		
891	156.08459314505566	4.8098416	0.0	2721917.95	1711503.7	2622036.8		-1		
892	242.06474794665152	4.8091974	0.0	944089.315	657758.1875	955268.9		-1		
893	139.9827544923153	4.817504	1963254.4	1575891.1	1769022.75	1321353.8		26		
894	162.99854543384416	4.834072	0.0	2221862.925	2213955.5	1764895.2		3		
895	202.2168968561389	4.835031	1007934.94	12247500.5	14356451.625	15368612.0		37		
896	190.9934457392337	4.847334	3177039.2	2918053.525	2105936.175	2299809.8		72		
897	283.1907218264352	4.844568	187834.7	203954.015	201849.28	191096.58		-1		
898	163.0757822798694	4.8979363	1186695.9	1166706.1375	1281871.015	1181133.8		3		
899	261.11026799536114	4.897938	6017640.5	5777191.75	6506381.5	5832620.5		138		
900	239.12821466410963	4.8983827	971087.0	1038032.005	1093826.725	1020777.75		72		
901	227.17611347366991	4.874523	0.0	0.0	0.0	0.0		81		
902	349.237537693876	4.90551	840638.4	9896103.0625	5382125.25	13250273.0		13		
903	275.2010547988066	4.898095	214367.56	2336615.0675	1262277.4	3117923.2		38		
904	367.2482674416761	4.9002185	213092.84	2630581.5975	1426098.325	3539146.0		13		
905	713.3365358267271	4.90079	217731.81	2692094.665	1339837.0	3491138.0		-1		
906	708.3811529752217	4.90079	416034.44	5782259.8675	2999031.725	7992977.5		33		
907	691.354722907683	4.9006367	0.0	955342.64	516317.4275	1303915.6		33		
908	137.98779803402772	4.8918905	1366728.1	1786901.65	1490802.225	1516093.9		31		
909	214.21687987182065	4.918621	0.0	1785454.2	903218.6075	2966056.5		310		
910	262.2380365178715	4.920575	896904.6	67656094.0	34391212.625	113431430.0		138		
911	575.2526324675562	4.919921	0.0	889686.65	351059.0825	704367.06		-1		
912	267.19580960115013	4.9449754	307034.3	311854.04000000004	316449.045	317659.06		119		
913	216.23269086086867	4.95231	0.0	722776.56	881085.26	595216.1		-1		
914	532.3041088039691	4.9681034	598648.94	3474201.225	2211420.2	4432294.5		87		
915	349.2374352568468	4.942907	809862.44	1084322.215	3590379.9	14180395.0		13		
916	258.2069123558091	4.9741216	734662.94	787456.74	778922.54	756467.25		-1		
917	226.2170604053252	4.9783196	0.0	177746.255	923037.595	189443.05		266		
918	244.2275712526832	4.967708	0.0	419068.655	1785003.3275	476032.12		128		
919	128.95119127389694	4.9674835	1815409.8	1848530.525	1651801.825	1531185.6		-1		
920	139.98281438054	4.978643	1421655.0	770061.15	1290587.665	1267070.4		26		
921	190.99350441743783	4.9752645	2786307.8	2068106.375	1990864.675	2372432.0		72		
922	162.99859067577478	4.977579	2182118.8	1094441.75	1429805.225	1764536.5		3		
923	260.22252567222057	4.9991117	0.0	247795.5125	170985.5725	354069.9		128		
924	210.1857078634134	5.0079727	865431.9	908313.2	850753.575	834953.0		-1		
925	367.248371253513	5.0417686	0.0	952245.35	517174.7225	944086.8		13		
926	708.3813173495042	5.041781	0.0	1139378.785	612503.9825	1170680.8		33		
927	301.24886197051427	5.0560994	0.0	0.0	268401.9	0.0		257		
928	192.1387248705649	5.061311	1036823.4	971432.1425	969362.035	908913.8		159		
929	181.1227475564976	5.0635448	144103.12	1763581.3250000002	1836057.975	2170478.5		32		
930	321.2059082204054	5.085392	135097.23	445339.4775	640219.655	556803.75		-1		
931	532.304220950664	5.098467	0.0	941965.19	682270.0675	898532.8		87		
932	552.3304067185525	5.100462	0.0	765192.125	311922.92500000005	650788.3		87	932.0	Spectral Match to 1-Octadecyl-2-acetyl-sn-glycero-3-phosphocholine from NIST14
933	139.9828423261897	5.1164083	1471355.4	1425927.0499999998	974315.425	1313500.8		26		
934	267.19590884387816	5.125489	405269.6	456271.9925	491363.015	418194.56		119		
935	171.99337749279692	5.157822	2843930.2	2810857.6500000004	2678796.625	2514363.8		28		
936	199.9882995455561	5.1528664	10106565.0	9837560.5	9214006.125	8934335.0		243		
937	198.1857539637377	5.1575727	4229067.5	4200615.95	4200081.775	4287381.0		179		
938	177.16425841587647	5.165178	1897401.8	1962818.575	1887476.475	1905558.1		38	938.0	Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14
939	195.174872267084	5.1651816	891790.0	915258.8275	889315.8474999999	870873.25		-1		
940	158.96170641299253	5.1969633	3791129.2	3817694.625	3548016.75	3588949.8		17		
941	162.99856788608224	5.181192	2552428.5	2153208.5250000004	1924086.2	1919855.4		3		
942	190.9934741598061	5.1969266	3016524.2	2678392.05	1750025.125	2589720.0		41		
943	344.1717819916118	5.198576	0.0	1017143.125	542858.8225	1031910.0		155		
944	239.2010194737454	5.212724	297373.0	310883.3125	303698.5825	307455.34		-1		
945	246.1345078480537	5.2091846	0.0	0.0	0.0	0.0		354		
946	321.20606775318964	5.2410116	0.0	923834.975	498419.555	1155935.2		113		
947	339.2169965668144	5.235876	0.0	1326470.125	675964.4675	1608809.8		113		
948	139.9827535678971	5.233304	1391903.1	1275568.25	1162641.725	1239638.2		26		
949	158.15433809903047	5.2542915	25638782.0	26784952.5	24444541.0	24761500.0		17		
950	273.2539833300481	5.2547083	3215210.5	3172439.7	3020844.875	2658376.8		27		
951	162.99852547504548	5.2726603	2362234.0	2176148.325	1974974.0	1884967.0		3		
952	211.1696550735618	5.2608275	3229758.0	3482443.225	3372440.325	3269347.2		71		
953	228.1962481922179	5.26127	48059100.0	50596472.5	50132724.0	49165050.0		71		
954	229.1805375521176	5.2616816	2750169.5	2829983.775	2868276.05	2839117.5		71		
955	193.1591730645012	5.262584	2773687.0	2981153.100000001	2894988.0	2840735.8		38		
956	250.17813274477143	5.2625794	15872178.0	18463703.25	17773732.0	17343056.0		72		
957	202.1804812395962	5.2628417	275605.7	728092.9475	821152.4525	539361.44		70		
958	175.14857931165045	5.265647	2427387.5	2545521.6	2466831.15	2420064.8		38	958.0	Spectral Match to (-)-Perillyl alcohol from NIST14
959	266.1521665078681	5.2665114	1673373.6	1970034.7	1897941.95	1858500.2		-1		
960	223.1333662472824	5.2874355	5491768.0	5603472.625	4906583.825	5850706.5		-1		
961	305.2091750258777	5.2896504	888992.56	989816.175	919934.25	997920.56		78		
962	190.9934467721351	5.295001	2755389.8	2905778.35	2521515.05	2492362.0		41		
963	349.2376007971665	5.2983384	555252.25	2645349.615	1661774.1	4196633.5		13		
964	137.98780536362202	5.304781	1713891.0	2006528.425	1928363.825	1810273.4		31		
965	249.20646870177336	5.309868	2583810.5	1544978.325	1700819.075	1617219.1		72	965.0	Spectral Match to Tri(propylene glycol) butyl ether from NIST14
966	271.1883803044787	5.310305	1263701.0	862188.0599999999	953641.665	810434.7		-1		
967	467.1893924967328	5.330988	0.0	1193787.6749999998	433094.6925	867301.7		27		
968	170.10016834213937	5.3313932	295177.75	12560699.85	8491046.5	12616266.0		140		
969	256.0803105178063	5.331353	0.0	5265783.0	3534658.125	5229870.5		-1		
970	234.09815616754503	5.331692	5729184.0	175873059.625	126195489.0	179254800.0		46		
971	279.1564331222359	5.331939	182451.8	4803084.43	3438953.575	4386527.5		27		
972	279.15694181306674	5.3431835	182451.8	298366.065	761492.9	4607298.0		27		
973	158.9616789251947	5.325853	4030859.5	3774958.425	3775648.25	3625438.8		17		
974	279.09374426856715	5.3459888	1232077.8	1303540.5499999998	1383142.775	1311163.1		27	974.0	Spectral Match to Triphenylphosphine oxide from NIST14
975	422.254994189756	5.3420463	0.0	0.0	0.0	0.0		116		
976	307.1884132447626	5.344279	205226.22	626723.3075000001	470408.74750000006	548957.0		198		
977	302.23299147782313	5.324565	228877.31	289083.65	262103.66	243142.97		-1		
978	202.1804653078241	5.354373	149542.39	378838.17499999993	551033.5	364424.56		70		
979	225.19667871624165	5.3625245	909608.4	1006762.785	965005.1225	1032544.7		266		
980	446.26039592011216	5.3693657	705098.9	749579.275	717463.155	731129.75		14		
981	276.2538115031542	5.3838596	0.0	784659.0599999999	287206.92500000005	1671946.6		138		
982	190.9934790367549	5.3713245	2870348.2	2496983.025	2534723.65	2245393.5		41		
983	237.1125950971505	5.3974214	586560.94	633525.975	643208.95	611956.2		39		
984	411.2383289403344	5.3978777	1078146.1	1221617.775	1253362.4	1197571.1		39		
985	429.2491210500734	5.3978777	3021336.5	3336206.925	3414933.1	3179523.5		39		
986	451.2313203520951	5.3978777	1416802.9	1742144.6	1817062.225	1711361.5		-1		
987	466.281445773656	5.396802	0.0	44556.0	41185.2925	0.0		116		
988	490.28696845629497	5.404678	1280965.2	1382662.525	1396306.9249999998	1338356.1		14		
989	225.1490464679495	5.409135	1258317.0	1426942.8	1483766.675	1360959.0		109		
990	344.1717913375915	5.4125705	0.0	819703.285	402110.4575	854710.75		155		
991	199.9883011848717	5.3888245	9764315.0	9174194.0	9514904.25	8833264.0		243	991.0	fMet CollisionEnergy:205060
992	139.98281879299975	5.386659	1337024.1	1086157.965	1141791.9500000002	1052502.9		26		
993	227.9833724191378	5.442801	1330549.5	1444793.7000000002	1443708.3250000002	1254476.0		71	993.0	MUCIC ACID
994	162.9986194298383	5.423537	1810361.5	1940289.825	2002344.55	1816927.5		3		
995	534.313399621009	5.438148	1722723.1	1839970.75	1818284.65	1791687.2		14		
996	223.16980865757333	5.4385123	653748.4	705353.7775000001	684405.525	707175.2		91		
997	240.19623118092505	5.4385123	4761521.0	4754905.5	4621209.875	4764016.5		71		
998	262.17829714062566	5.4385123	1718559.2	1848821.075	1759513.95	1777520.8		-1		
999	510.3073955364545	5.446815	0.0	89721.41750000001	86104.07	135492.52		116		
1000	269.2115584786096	5.4538484	3280228.0	3904238.475	3753449.35	3981039.5		-1		
1001	578.3395482011522	5.466092	1631076.5	1669516.3250000002	1738588.5750000002	1737552.2		14		
1002	309.204624503912	5.485741	948758.8	1077958.65	1032846.9025	1084199.0		-1		
1003	190.99354645312465	5.4884515	2253507.5	2618719.85	2696125.6	1954198.5		41		
1004	265.1051960892114	5.4899077	4252367.5	3973064.8	4364626.875	4329563.0		-1		
1005	260.14984444141874	5.4903564	584471.2	582508.8600000001	649682.175	651025.25		324		
1006	622.3661369611167	5.491349	1371104.5	1373235.25	1379032.475	1312557.1		14		
1007	281.07911776361306	5.4917088	325211.22	282492.445	309875.275	347987.88		-1		
1008	554.3335140245919	5.4946322	0.0	106319.4675	83475.86249999999	137851.55		116		
1009	392.2282595228091	5.4975657	1407151.1	1381369.875	1374091.0	1389135.9		-1		
1010	160.07608991843034	5.4997773	356023.28	5908493.470000001	3280397.6	6449401.0		217		
1011	251.20100038833243	5.5042357	1334987.9	1479676.5499999998	1374790.4249999998	1371665.4		-1	1011.0	2-[(1S,2S,4aR,8aS)-1-hydroxy-4a-methyl-8-methylidene-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl]prop-2-enoic acid
1012	348.20237886988417	5.5064793	4702755.0	4007236.125	4565270.125	4433192.0		324		
1013	267.19594965287666	5.5100203	298835.75	352518.895	321306.385	339148.78		119		
1014	666.3923949891638	5.513218	958235.6	981715.5	971179.3625	1000652.6		14		
1015	304.17615509580065	5.5229692	11374069.0	9907505.5	11638241.5	11003575.0		324		
1016	309.1314244212817	5.5229692	6264413.5	5699615.775	6961074.875	6139480.5		-1		
1017	325.1053580426893	5.5229692	1088040.0	958083.72	1172771.575	1064794.9		-1		
1018	332.2071972657067	5.5234175	724341.2	618787.1675	691298.7025	564685.4		-1		
1019	162.99861680324577	5.527249	1832513.6	1858583.0	2020888.3	1548200.0		3		
1020	190.9935341154379	5.5351205	2576659.2	2408442.1	2679999.7	1954198.5		41		
1021	139.98291172679205	5.538441	1000627.25	1013995.405	1154524.9875	803293.6		26		
1022	203.06783594493945	5.5631466	700456.3	770069.31	761632.085	723293.75		123		
1023	227.9833964054122	5.5654488	1480833.6	1439284.2	1475917.15	1300254.0		71	1023.0	MUCIC ACID
1024	269.2118016550323	5.587364	2047948.4	2298864.75	2179198.5500000003	2101147.2		124		
1025	251.2012382282023	5.5878015	642057.7	716793.0974999999	687383.5525	669272.7		124	1025.0	Z1978872380
1026	309.20492566720424	5.585036	552215.9	765316.045	638113.1475	658656.2		-1		
1027	336.25353248055734	5.602982	0.0	529774.3975	236113.6475	481272.38		-1		
1028	307.18911895002594	5.61556	531186.56	525039.595	504056.29	502598.75		198		
1029	267.1963920021636	5.6168914	1524356.5	1488840.675	1435350.85	1452479.4		183		
1030	223.21791486381213	5.647396	514969.88	498746.225	496191.61749999993	492873.84		91		
1031	139.9831627596943	5.624774	1000627.25	565330.5	626810.9750000001	803293.6		26		
1032	190.99394607870084	5.6559787	2574767.2	2150279.325	2128622.675	2121720.5		-1		
1033	335.22086257104627	5.6794333	0.0	236295.7175	738851.1125	592550.2		-1		
1034	240.23339675101943	5.6894197	1417214.6	1403607.75	1471354.0	1704349.6		300		
1035	343.297095183896	5.6894197	1588528.5	1615335.7000000002	1707407.9	2012179.6		27	1035.0	CocamidopropylBetaine
1036	149.02431253646668	5.6938877	1715748.1	1757614.7000000002	1790366.575	1984670.1		104		
1037	177.05574755722944	5.694802	1350416.6	1383754.225	1438991.25	1606534.5		220		
1038	223.0977996553005	5.6952543	1081365.0	1020573.6475	1119656.4	1285409.1		-1		
1039	162.99912546595954	5.7261367	1675544.5	1678462.6749999998	1313207.8250000002	1650893.0		3		
1040	251.2018900007689	5.7102976	431412.84	475202.15	473901.795	418004.62		119		
1041	269.2126458556229	5.714001	1318742.1	1407209.1749999998	1363092.5499999998	1270831.0		119		
1042	269.21254337098514	5.7134714	1315798.1	1425065.0750000002	1347417.775	1286030.5		119		
1043	309.2059984341766	5.719835	391782.53	552099.835	549812.77	509257.56		349		
1044	283.191537178497	5.7422667	476400.44	524170.445	532660.3225	519549.8		-1		
1045	256.26490024646444	5.7493854	0.0	508064.61	402920.795	823212.6		-1		
1046	274.27536503129204	5.7471166	3875755.0	59847920.5	53047504.75	109995250.0		12	1046.0	Massbank:LU030803 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol
1047	288.29126186124364	5.766751	2230679.5	2331782.6500000004	2662137.775	2214984.5		35		
1048	242.212776180428	5.768597	690828.4	818748.6000000001	821007.425	858456.06		71	1048.0	2-oxopentadecanylammonium chloride
1049	288.2911622554357	5.7694917	2090973.0	2286976.1	2528969.375	2478361.8		35		
1050	137.98829213653863	5.774898	1201381.4	1495095.4500000002	1128725.225	2467667.0		31		
1051	230.2492430186524	5.7813215	2208140.2	17802975.375	20459592.5	33921050.0		37		
1052	267.1971509357699	5.788215	1126201.5	859881.965	1218552.925	1036084.0		119		
1053	230.2491602932476	5.7829304	2161904.5	21550308.25	19250621.5	35394628.0		37		
1054	307.1898995856923	5.787049	340490.72	469722.715	441930.485	423909.44		198		
1055	288.2547980347738	5.7893543	0.0	490115.01	313937.8125	0.0		138		
1056	288.25496222334925	5.7892585	0.0	687146.9375	313937.8125	1352942.1		138		
1057	139.9834233154868	5.7752147	726881.1	751033.2275	739444.4225	933530.4		26		
1058	190.99417123639583	5.7750463	2083901.9	2056565.725	2094848.8	2585706.8		41		
1059	318.3021397421175	5.798916	183825.0	930694.43	1124273.4375	2357478.8		138		
1060	265.1813012049991	5.825231	245097.97	2275573.3925	1527341.265	2158941.8		113		
1061	318.3019785796093	5.801039	183825.0	925787.58	1072838.165	2547408.8		138		
1062	162.9991856522127	5.775717	1652711.6	1616580.625	1609095.125	1977066.1		3		
1063	274.275454570888	5.7820067	4024252.8	44713327.8	1354578.035	102332180.0		12	1063.0	Massbank:LU030803 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol
1064	381.3129626559099	5.8130674	196043.11	538918.3975	652436.1325	364484.66		145		
1065	267.19696049044296	5.811261	719888.25	1025475.785	991945.4525	1077834.9		119		
1066	267.1969530487024	5.795894	1126201.5	1114231.8650000002	1218552.925	822278.44		119		
1067	158.9622965018208	5.777735	3164503.5	2434233.625	3140527.75	3706079.8		17		
1068	334.2968450922491	5.819562	0.0	175453.6325	53669.43	1026711.5		138		
1069	186.22280011125795	5.824025	956559.44	1004803.2375	1073474.075	1041156.25		-1		
1070	248.11520180623268	5.8272943	0.0	930321.625	717258.9249999999	754645.9		46	1070.0	ReSpect:PT110630 1-Isothiocyanato-9-(methylsulfinyl)-nonane|9-Methylsulfinylnonnyl isothiocyanate
1071	290.27038668328345	5.83337	1464121.9	70864586.8	29818796.5	256110910.0		138		
1072	242.24908806812684	5.831107	0.0	2143315.185	651035.82	6969685.0		310		
1073	290.2703740093167	5.8324814	1358227.9	87073772.8	27954168.125	266625090.0		138		
1074	267.19694723951415	5.8152833	1059223.5	1093041.715	1185912.9	1077834.9		59	1074.0	stearic acid CollisionEnergy:205060
1075	292.22844091775136	5.84746	0.0	1093795.7	457635.115	974189.7		-1		
1076	275.202195576356	5.856081	0.0	955540.9	745308.3875	1115604.9		-1		
1077	257.19141898598446	5.8561025	0.0	787915.025	668817.36	893421.2		280		
1078	288.2910481798193	5.8346586	0.0	181043.3575	922846.235	0.0		12		
1079	251.20192986696853	5.864628	412998.47	472171.4775	426535.2325	478634.06		183		
1080	269.21278414679176	5.8693695	1046712.06	795969.825	1112292.79	1071029.2		183		
1081	261.18645857281126	5.8674064	0.0	1242709.3250000002	2619519.0	2121543.8		-1		
